id,user_login,quality_grade,license,url,image_url,taxon_id
9004214,carlos36786,research,,https://www.inaturalist.org/observations/9004214,https://static.inaturalist.org/photos/12137514/medium.jpg,45949
9344265,kokhuitan,research,CC-BY-NC,https://www.inaturalist.org/observations/9344265,https://inaturalist-open-data.s3.amazonaws.com/photos/12679399/medium.jpeg,45949
9448741,al-da-in-thailand,research,,https://www.inaturalist.org/observations/9448741,https://static.inaturalist.org/photos/12849346/medium.jpeg,45949
9682754,nagelhoutandre,research,CC-BY-NC,https://www.inaturalist.org/observations/9682754,https://inaturalist-open-data.s3.amazonaws.com/photos/13236653/medium.jpeg,45949
9737257,pcjce_07,research,CC0,https://www.inaturalist.org/observations/9737257,https://inaturalist-open-data.s3.amazonaws.com/photos/13326016/medium.jpeg,45949
9737268,pcjce_07,research,CC0,https://www.inaturalist.org/observations/9737268,https://inaturalist-open-data.s3.amazonaws.com/photos/13326073/medium.jpeg,45949
9866372,robbythai,research,CC-BY-NC,https://www.inaturalist.org/observations/9866372,https://inaturalist-open-data.s3.amazonaws.com/photos/13518604/medium.jpeg,45949
10003232,bernardodisegafreddy,research,,https://www.inaturalist.org/observations/10003232,https://static.inaturalist.org/photos/13754285/medium.jpg,45949
10184842,jillcrosthwaite,research,CC-BY,https://www.inaturalist.org/observations/10184842,https://inaturalist-open-data.s3.amazonaws.com/photos/14064728/medium.jpeg,45949
10196333,jillcrosthwaite,research,CC-BY,https://www.inaturalist.org/observations/10196333,https://inaturalist-open-data.s3.amazonaws.com/photos/14083889/medium.jpeg,45949
10355941,robbythai,research,CC-BY-NC,https://www.inaturalist.org/observations/10355941,https://inaturalist-open-data.s3.amazonaws.com/photos/14364863/medium.jpeg,45949
10355954,robbythai,research,CC-BY-NC,https://www.inaturalist.org/observations/10355954,https://inaturalist-open-data.s3.amazonaws.com/photos/14364872/medium.jpeg,45949
10384810,robbythai,research,CC-BY-NC,https://www.inaturalist.org/observations/10384810,https://inaturalist-open-data.s3.amazonaws.com/photos/14413750/medium.jpeg,45949
10477252,sutthikhun,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/10477252,https://static.inaturalist.org/photos/14565216/medium.jpg,45949
10571351,fjsolis,research,CC-BY-NC,https://www.inaturalist.org/observations/10571351,https://inaturalist-open-data.s3.amazonaws.com/photos/14730317/medium.jpeg,607302
11257987,markrobinson,research,CC-BY-NC,https://www.inaturalist.org/observations/11257987,https://inaturalist-open-data.s3.amazonaws.com/photos/15994948/medium.jpg,45949
12508528,bronzecky,research,CC-BY-NC,https://www.inaturalist.org/observations/12508528,https://inaturalist-open-data.s3.amazonaws.com/photos/18058693/medium.jpg,45949
12735603,nasserhalaweh,research,CC-BY,https://www.inaturalist.org/observations/12735603,https://inaturalist-open-data.s3.amazonaws.com/photos/18447414/medium.jpg,45949
12735605,nasserhalaweh,research,CC-BY,https://www.inaturalist.org/observations/12735605,https://inaturalist-open-data.s3.amazonaws.com/photos/18447421/medium.jpg,45949
13028365,jmaughn,research,CC-BY-NC,https://www.inaturalist.org/observations/13028365,https://inaturalist-open-data.s3.amazonaws.com/photos/18959326/medium.jpeg,45949
13419013,kokhuitan,research,CC-BY-NC,https://www.inaturalist.org/observations/13419013,https://inaturalist-open-data.s3.amazonaws.com/photos/19688592/medium.jpg,45949
14692293,beastmaster,research,CC-BY-NC,https://www.inaturalist.org/observations/14692293,https://inaturalist-open-data.s3.amazonaws.com/photos/21905028/medium.jpeg,45949
14696837,beastmaster,research,CC-BY-NC,https://www.inaturalist.org/observations/14696837,https://inaturalist-open-data.s3.amazonaws.com/photos/21912889/medium.jpeg,45949
15137826,mythos917,research,CC-BY-NC,https://www.inaturalist.org/observations/15137826,https://inaturalist-open-data.s3.amazonaws.com/photos/22625222/medium.jpeg,45949
15613673,ahospers,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/15613673,https://inaturalist-open-data.s3.amazonaws.com/photos/23338945/medium.jpeg,45949
15732097,marco1008,research,,https://www.inaturalist.org/observations/15732097,https://static.inaturalist.org/photos/23490166/medium.jpeg,45949
15751204,rafwesterbeek,research,CC-BY-NC,https://www.inaturalist.org/observations/15751204,https://inaturalist-open-data.s3.amazonaws.com/photos/23525418/medium.jpg,45949
15906657,lenachow,research,,https://www.inaturalist.org/observations/15906657,https://static.inaturalist.org/photos/23789203/medium.jpeg,45949
16274051,hanasutjiawang,research,,https://www.inaturalist.org/observations/16274051,https://static.inaturalist.org/photos/24436230/medium.jpeg,45949
16277893,gianvir,research,CC-BY-NC,https://www.inaturalist.org/observations/16277893,https://inaturalist-open-data.s3.amazonaws.com/photos/24443522/medium.jpg,45949
16966178,j27,research,,https://www.inaturalist.org/observations/16966178,https://static.inaturalist.org/photos/25647004/medium.jpg,45949
17767518,jt0469,research,,https://www.inaturalist.org/observations/17767518,https://static.inaturalist.org/photos/27103487/medium.jpg,45949
18369214,dianaothman,research,CC-BY-NC,https://www.inaturalist.org/observations/18369214,https://inaturalist-open-data.s3.amazonaws.com/photos/28075814/medium.jpg,45949
18679710,wildchroma,research,CC-BY-NC,https://www.inaturalist.org/observations/18679710,https://static.inaturalist.org/photos/28596663/medium.jpg,45949
18736143,liam1294,research,CC-BY-NC,https://www.inaturalist.org/observations/18736143,https://inaturalist-open-data.s3.amazonaws.com/photos/28687588/medium.jpeg,607302
18794526,mdjusri,research,CC-BY-NC,https://www.inaturalist.org/observations/18794526,https://inaturalist-open-data.s3.amazonaws.com/photos/28787493/medium.jpg,45949
18797980,nasserhalaweh,research,CC-BY,https://www.inaturalist.org/observations/18797980,https://inaturalist-open-data.s3.amazonaws.com/photos/28793124/medium.jpeg,45949
18872577,johnhowes,research,CC-BY-NC,https://www.inaturalist.org/observations/18872577,https://inaturalist-open-data.s3.amazonaws.com/photos/28917246/medium.jpeg,45949
19011554,fionayc,research,,https://www.inaturalist.org/observations/19011554,https://static.inaturalist.org/photos/29155280/medium.jpeg,45949
19082808,loribd,research,CC-BY-NC,https://www.inaturalist.org/observations/19082808,https://inaturalist-open-data.s3.amazonaws.com/photos/29281266/medium.jpg,45949
19241964,annxeneize,research,,https://www.inaturalist.org/observations/19241964,https://static.inaturalist.org/photos/29562556/medium.jpeg,45949
19441288,liujimfood,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/19441288,https://inaturalist-open-data.s3.amazonaws.com/photos/29908382/medium.jpg,45949
19465043,liujimfood,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/19465043,https://inaturalist-open-data.s3.amazonaws.com/photos/29948074/medium.jpg,45949
19510169,kdonbo,research,CC-BY-NC,https://www.inaturalist.org/observations/19510169,https://inaturalist-open-data.s3.amazonaws.com/photos/30023537/medium.jpg,45949
19510333,tvp,research,CC-BY-NC,https://www.inaturalist.org/observations/19510333,https://inaturalist-open-data.s3.amazonaws.com/photos/30024327/medium.jpg,45949
19891506,don-jean,research,CC-BY-NC,https://www.inaturalist.org/observations/19891506,https://static.inaturalist.org/photos/30673412/medium.jpg,45949
19957676,pam-piombino,research,CC-BY-NC,https://www.inaturalist.org/observations/19957676,https://inaturalist-open-data.s3.amazonaws.com/photos/30794677/medium.jpeg,45949
20008773,nachosrule,research,,https://www.inaturalist.org/observations/20008773,https://static.inaturalist.org/photos/30882393/medium.jpg,45949
20021168,jessicalowery,research,CC-BY,https://www.inaturalist.org/observations/20021168,https://static.inaturalist.org/photos/30905078/medium.jpg,45949
20053657,zuppi,research,CC-BY-NC,https://www.inaturalist.org/observations/20053657,https://inaturalist-open-data.s3.amazonaws.com/photos/30962566/medium.jpg,45949
20149765,kokaho,research,CC-BY-NC,https://www.inaturalist.org/observations/20149765,https://inaturalist-open-data.s3.amazonaws.com/photos/31080125/medium.jpeg,45949
20322165,jukkajantunen,research,CC-BY-NC,https://www.inaturalist.org/observations/20322165,https://inaturalist-open-data.s3.amazonaws.com/photos/31380128/medium.jpg,45949
20346392,larivera,research,CC-BY-NC,https://www.inaturalist.org/observations/20346392,https://inaturalist-open-data.s3.amazonaws.com/photos/31416138/medium.jpeg,45949
20347382,larivera,research,CC-BY-NC,https://www.inaturalist.org/observations/20347382,https://inaturalist-open-data.s3.amazonaws.com/photos/31418339/medium.jpeg,45949
20347552,larivera,research,CC-BY-NC,https://www.inaturalist.org/observations/20347552,https://inaturalist-open-data.s3.amazonaws.com/photos/31418846/medium.jpeg,45949
20349561,jukkajantunen,research,CC-BY-NC,https://www.inaturalist.org/observations/20349561,https://inaturalist-open-data.s3.amazonaws.com/photos/31422187/medium.jpg,45949
20349995,jukkajantunen,research,CC-BY-NC,https://www.inaturalist.org/observations/20349995,https://inaturalist-open-data.s3.amazonaws.com/photos/31422819/medium.jpg,45949
20350039,jukkajantunen,research,CC-BY-NC,https://www.inaturalist.org/observations/20350039,https://inaturalist-open-data.s3.amazonaws.com/photos/31422879/medium.jpg,45949
20417567,vmoser,research,CC-BY,https://www.inaturalist.org/observations/20417567,https://inaturalist-open-data.s3.amazonaws.com/photos/31523545/medium.jpeg,45949
20747319,qin_huang,research,CC-BY,https://www.inaturalist.org/observations/20747319,https://static.inaturalist.org/photos/31990277/medium.jpg,45949
20772029,jonaht,research,CC-BY-NC,https://www.inaturalist.org/observations/20772029,https://inaturalist-open-data.s3.amazonaws.com/photos/32032323/medium.jpeg,45949
20834150,allen_boynton,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/20834150,https://inaturalist-open-data.s3.amazonaws.com/photos/32137314/medium.jpg,45949
20849606,lepuschurn,research,CC-BY-NC,https://www.inaturalist.org/observations/20849606,https://inaturalist-open-data.s3.amazonaws.com/photos/32165041/medium.jpeg,45949
21041114,cevans2,research,,https://www.inaturalist.org/observations/21041114,https://static.inaturalist.org/photos/32505570/medium.jpg,45949
21134719,naturegirlkh,research,CC-BY-NC,https://www.inaturalist.org/observations/21134719,https://inaturalist-open-data.s3.amazonaws.com/photos/32668586/medium.jpeg,45949
21253651,makutt,research,CC-BY-NC,https://www.inaturalist.org/observations/21253651,https://inaturalist-open-data.s3.amazonaws.com/photos/32860129/medium.jpg,45949
21359112,pabloinsua,research,CC-BY-NC,https://www.inaturalist.org/observations/21359112,https://inaturalist-open-data.s3.amazonaws.com/photos/33036079/medium.jpg,45949
22071132,terrymuns,research,CC-BY-NC,https://www.inaturalist.org/observations/22071132,https://inaturalist-open-data.s3.amazonaws.com/photos/34180850/medium.jpg,45949
22084579,markrobinson,research,CC-BY-NC,https://www.inaturalist.org/observations/22084579,https://inaturalist-open-data.s3.amazonaws.com/photos/34194532/medium.jpg,45949
22513552,nicolascatassi,research,,https://www.inaturalist.org/observations/22513552,https://static.inaturalist.org/photos/34879661/medium.jpeg,45949
22523025,myclick1987,research,,https://www.inaturalist.org/observations/22523025,https://static.inaturalist.org/photos/34894606/medium.jpg,45949
22673703,ninagrell,research,,https://www.inaturalist.org/observations/22673703,https://static.inaturalist.org/photos/35132084/medium.jpg,45949
22832170,wild_eye,research,,https://www.inaturalist.org/observations/22832170,https://static.inaturalist.org/photos/35386969/medium.jpg,45949
23052052,newbiebee,casual,,https://www.inaturalist.org/observations/23052052,https://static.inaturalist.org/photos/35737784/medium.jpeg,45949
23064944,zoefoster,research,CC-BY-NC,https://www.inaturalist.org/observations/23064944,https://inaturalist-open-data.s3.amazonaws.com/photos/35755174/medium.jpeg,45949
23064945,zoefoster,research,CC-BY-NC,https://www.inaturalist.org/observations/23064945,https://inaturalist-open-data.s3.amazonaws.com/photos/35755263/medium.jpeg,45949
23527590,arunee,research,,https://www.inaturalist.org/observations/23527590,https://static.inaturalist.org/photos/36431413/medium.jpeg,45949
23527888,preedawan,research,,https://www.inaturalist.org/observations/23527888,https://static.inaturalist.org/photos/36431839/medium.jpg,45949
24726798,siwy,research,CC-BY-NC,https://www.inaturalist.org/observations/24726798,https://inaturalist-open-data.s3.amazonaws.com/photos/38239646/medium.jpeg,45949
24982545,gomenwl,research,CC-BY-NC,https://www.inaturalist.org/observations/24982545,https://static.inaturalist.org/photos/38653139/medium.jpg,45949
25411149,brendanhiggins,research,CC-BY-NC,https://www.inaturalist.org/observations/25411149,https://inaturalist-open-data.s3.amazonaws.com/photos/39351480/medium.jpg,45949
26514269,hoppy1,research,,https://www.inaturalist.org/observations/26514269,https://static.inaturalist.org/photos/41176960/medium.jpg,45949
26903941,mc1991,research,CC-BY-NC,https://www.inaturalist.org/observations/26903941,https://static.inaturalist.org/photos/41805412/medium.jpeg,45949
27774757,barbetsmith,research,CC0,https://www.inaturalist.org/observations/27774757,https://inaturalist-open-data.s3.amazonaws.com/photos/43249759/medium.jpg,45949
28345992,mars_,research,CC-BY-NC,https://www.inaturalist.org/observations/28345992,https://inaturalist-open-data.s3.amazonaws.com/photos/44181410/medium.jpeg,45949
28347951,ucw,research,,https://www.inaturalist.org/observations/28347951,https://static.inaturalist.org/photos/44185113/medium.jpeg,45949
28613914,rgowan,research,CC-BY-NC,https://www.inaturalist.org/observations/28613914,https://inaturalist-open-data.s3.amazonaws.com/photos/44616481/medium.jpg,45949
28989788,rockytopred,research,,https://www.inaturalist.org/observations/28989788,https://static.inaturalist.org/photos/45221251/medium.jpg,45949
29030008,anjers,research,CC-BY-NC,https://www.inaturalist.org/observations/29030008,https://inaturalist-open-data.s3.amazonaws.com/photos/45287219/medium.png,45949
29553847,attilaolah,research,CC-BY,https://www.inaturalist.org/observations/29553847,https://inaturalist-open-data.s3.amazonaws.com/photos/46129472/medium.jpeg,45949
29745092,martinjung,research,CC-BY,https://www.inaturalist.org/observations/29745092,https://inaturalist-open-data.s3.amazonaws.com/photos/46431764/medium.jpeg,45949
29894930,mwbirdco,research,CC-BY-NC,https://www.inaturalist.org/observations/29894930,https://inaturalist-open-data.s3.amazonaws.com/photos/46680744/medium.jpg,45949
29908991,birdexplorers,research,CC-BY-NC,https://www.inaturalist.org/observations/29908991,https://inaturalist-open-data.s3.amazonaws.com/photos/46703652/medium.jpg,45949
30029125,jan407,research,,https://www.inaturalist.org/observations/30029125,https://static.inaturalist.org/photos/46895093/medium.jpg,45949
30089248,terrymuns,research,CC-BY-NC,https://www.inaturalist.org/observations/30089248,https://inaturalist-open-data.s3.amazonaws.com/photos/46983406/medium.jpg,45949
30089250,terrymuns,research,CC-BY-NC,https://www.inaturalist.org/observations/30089250,https://inaturalist-open-data.s3.amazonaws.com/photos/46988763/medium.jpg,45949
30089260,terrymuns,research,CC-BY-NC,https://www.inaturalist.org/observations/30089260,https://inaturalist-open-data.s3.amazonaws.com/photos/46990075/medium.jpg,45949
30093109,caitjcampbell,research,CC0,https://www.inaturalist.org/observations/30093109,https://inaturalist-open-data.s3.amazonaws.com/photos/46995914/medium.jpeg,45949
30147003,traskin,research,CC-BY-NC,https://www.inaturalist.org/observations/30147003,https://inaturalist-open-data.s3.amazonaws.com/photos/47082676/medium.jpg,45949
30160302,andrew_napoli,research,,https://www.inaturalist.org/observations/30160302,https://static.inaturalist.org/photos/47105234/medium.jpg,45949
30318880,attilaolah,research,CC-BY,https://www.inaturalist.org/observations/30318880,https://inaturalist-open-data.s3.amazonaws.com/photos/47358248/medium.jpeg,45949
30318881,attilaolah,research,CC-BY,https://www.inaturalist.org/observations/30318881,https://inaturalist-open-data.s3.amazonaws.com/photos/47358217/medium.jpeg,45949
30412226,jessicalowery,needs_id,CC-BY,https://www.inaturalist.org/observations/30412226,https://static.inaturalist.org/photos/47514882/medium.jpg,45949
30616406,zoediacou,research,,https://www.inaturalist.org/observations/30616406,https://static.inaturalist.org/photos/47840867/medium.jpeg,45949
30853988,ahan88,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/30853988,https://inaturalist-open-data.s3.amazonaws.com/photos/48231091/medium.jpg,45949
30873635,thrashchang,research,CC-BY-NC,https://www.inaturalist.org/observations/30873635,https://inaturalist-open-data.s3.amazonaws.com/photos/48261996/medium.jpeg,45949
30882163,joshh17,research,CC0,https://www.inaturalist.org/observations/30882163,https://inaturalist-open-data.s3.amazonaws.com/photos/48276791/medium.jpg,45949
31102511,djscho,research,CC-BY,https://www.inaturalist.org/observations/31102511,https://inaturalist-open-data.s3.amazonaws.com/photos/48645140/medium.jpeg,45949
31466057,lhurteau,research,CC-BY-NC,https://www.inaturalist.org/observations/31466057,https://inaturalist-open-data.s3.amazonaws.com/photos/49247610/medium.jpeg,607302
31919264,jeh_biologa,research,,https://www.inaturalist.org/observations/31919264,https://static.inaturalist.org/photos/50008495/medium.jpeg,45949
31920484,jeh_biologa,research,,https://www.inaturalist.org/observations/31920484,https://static.inaturalist.org/photos/50009702/medium.jpeg,45949
32050483,skycladtrvlr,research,CC-BY-NC,https://www.inaturalist.org/observations/32050483,https://inaturalist-open-data.s3.amazonaws.com/photos/50229698/medium.jpg,45949
32064320,jeh_biologa,research,,https://www.inaturalist.org/observations/32064320,https://static.inaturalist.org/photos/50246678/medium.jpg,45949
32268636,mikaelpoquet,research,,https://www.inaturalist.org/observations/32268636,https://static.inaturalist.org/photos/50596337/medium.jpg,45949
33111264,wutthichai,research,CC-BY,https://www.inaturalist.org/observations/33111264,https://inaturalist-open-data.s3.amazonaws.com/photos/51976850/medium.jpeg,45949
33254804,margheritabandini,research,CC-BY-NC,https://www.inaturalist.org/observations/33254804,https://inaturalist-open-data.s3.amazonaws.com/photos/52219464/medium.jpg,45949
33320891,jeh_biologa,research,,https://www.inaturalist.org/observations/33320891,https://static.inaturalist.org/photos/52326300/medium.jpeg,45949
33516035,weinien,research,,https://www.inaturalist.org/observations/33516035,https://static.inaturalist.org/photos/52645501/medium.jpeg,45949
33686795,andrewpierce,research,CC-BY-NC,https://www.inaturalist.org/observations/33686795,https://inaturalist-open-data.s3.amazonaws.com/photos/52935337/medium.jpg,45949
33687813,jonhakim,research,CC-BY-NC,https://www.inaturalist.org/observations/33687813,https://inaturalist-open-data.s3.amazonaws.com/photos/52876541/medium.jpeg,45949
33738916,andrewpierce,research,CC-BY-NC,https://www.inaturalist.org/observations/33738916,https://inaturalist-open-data.s3.amazonaws.com/photos/53021445/medium.jpg,45949
33742383,jonhakim,research,CC-BY-NC,https://www.inaturalist.org/observations/33742383,https://inaturalist-open-data.s3.amazonaws.com/photos/53027367/medium.jpeg,45949
33851074,jonhakim,research,CC-BY-NC,https://www.inaturalist.org/observations/33851074,https://inaturalist-open-data.s3.amazonaws.com/photos/53205367/medium.jpeg,45949
33907153,jonhakim,research,CC-BY-NC,https://www.inaturalist.org/observations/33907153,https://inaturalist-open-data.s3.amazonaws.com/photos/53288148/medium.jpeg,45949
34106015,nadyky,research,CC-BY-NC,https://www.inaturalist.org/observations/34106015,https://inaturalist-open-data.s3.amazonaws.com/photos/53636031/medium.jpg,45949
34113152,jonhakim,research,CC-BY-NC,https://www.inaturalist.org/observations/34113152,https://inaturalist-open-data.s3.amazonaws.com/photos/53642341/medium.jpeg,45949
34113155,jonhakim,research,CC-BY-NC,https://www.inaturalist.org/observations/34113155,https://inaturalist-open-data.s3.amazonaws.com/photos/53642401/medium.jpeg,45949
34738057,datadan,research,CC-BY,https://www.inaturalist.org/observations/34738057,https://inaturalist-open-data.s3.amazonaws.com/photos/54707128/medium.jpeg,45949
34867451,datadan,research,CC-BY,https://www.inaturalist.org/observations/34867451,https://inaturalist-open-data.s3.amazonaws.com/photos/54930648/medium.jpeg,607302
34867458,datadan,research,CC-BY,https://www.inaturalist.org/observations/34867458,https://inaturalist-open-data.s3.amazonaws.com/photos/54930767/medium.jpeg,45949
35114853,datadan,research,CC-BY,https://www.inaturalist.org/observations/35114853,https://inaturalist-open-data.s3.amazonaws.com/photos/55352788/medium.jpeg,607302
35278781,terrapinjoe,research,CC0,https://www.inaturalist.org/observations/35278781,https://inaturalist-open-data.s3.amazonaws.com/photos/55612608/medium.jpeg,45949
35602916,datadan,research,CC-BY,https://www.inaturalist.org/observations/35602916,https://inaturalist-open-data.s3.amazonaws.com/photos/56157903/medium.jpeg,45949
35880337,datadan,research,CC-BY,https://www.inaturalist.org/observations/35880337,https://inaturalist-open-data.s3.amazonaws.com/photos/56635848/medium.jpeg,45949
35880595,datadan,research,CC-BY,https://www.inaturalist.org/observations/35880595,https://inaturalist-open-data.s3.amazonaws.com/photos/56636504/medium.jpeg,45949
36019359,dbeadle,research,CC-BY-NC,https://www.inaturalist.org/observations/36019359,https://static.inaturalist.org/photos/56882216/medium.jpg,45949
36116096,henrycalilung,research,CC-BY,https://www.inaturalist.org/observations/36116096,https://inaturalist-open-data.s3.amazonaws.com/photos/57049191/medium.jpeg,45949
36116097,henrycalilung,research,CC-BY,https://www.inaturalist.org/observations/36116097,https://inaturalist-open-data.s3.amazonaws.com/photos/57049251/medium.jpeg,45949
36186433,dbeadle,research,CC-BY-NC,https://www.inaturalist.org/observations/36186433,https://static.inaturalist.org/photos/57170280/medium.jpg,45949
36186436,dbeadle,research,CC-BY-NC,https://www.inaturalist.org/observations/36186436,https://static.inaturalist.org/photos/57170283/medium.jpg,45949
36344038,bosphorus,research,CC-BY-NC,https://www.inaturalist.org/observations/36344038,https://inaturalist-open-data.s3.amazonaws.com/photos/57441029/medium.jpeg,45949
36539962,jagjavier,research,CC-BY-NC,https://www.inaturalist.org/observations/36539962,https://inaturalist-open-data.s3.amazonaws.com/photos/57772945/medium.jpeg,45949
36559121,adrianl,research,CC-BY-NC,https://www.inaturalist.org/observations/36559121,https://inaturalist-open-data.s3.amazonaws.com/photos/57805449/medium.jpeg,45949
36741547,kittipongchaisiri,research,,https://www.inaturalist.org/observations/36741547,https://static.inaturalist.org/photos/58127401/medium.jpeg,45949
36747742,gypsytwitcher,research,CC-BY-NC,https://www.inaturalist.org/observations/36747742,https://inaturalist-open-data.s3.amazonaws.com/photos/58138699/medium.jpg,45949
36824929,pseudomonasry,research,CC-BY-NC,https://www.inaturalist.org/observations/36824929,https://inaturalist-open-data.s3.amazonaws.com/photos/58274038/medium.jpeg,45949
36824936,pseudomonasry,research,CC-BY-NC,https://www.inaturalist.org/observations/36824936,https://inaturalist-open-data.s3.amazonaws.com/photos/58274205/medium.jpeg,45949
36880580,mickvil,research,CC-BY-NC,https://www.inaturalist.org/observations/36880580,https://inaturalist-open-data.s3.amazonaws.com/photos/58373138/medium.jpg,45949
36884418,miro,research,CC-BY-NC,https://www.inaturalist.org/observations/36884418,https://inaturalist-open-data.s3.amazonaws.com/photos/58379680/medium.jpeg,45949
37027159,luci_ertola,research,CC-BY-NC,https://www.inaturalist.org/observations/37027159,https://inaturalist-open-data.s3.amazonaws.com/photos/58629825/medium.jpeg,45949
